question,gt,options,answer
"Please jusitfy the sentiment of the following sentence:
Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
When dialing in , the participants should quote 877417 as conference ID .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The EUR17m contract includes both design and construction works .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
A paper mill in the central Maine town of Madison soon will have a new owner .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The contract includes software licences , application maintenance and training .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The company expects meat purchases to remain at about 8mn kilos in 2011 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Danske Bank is Denmark 's largest bank with 3.5 million customers .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The enterprise value of Maritim Food AS has been determined as approximately EUR15m .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The Division also includes joint sales , marketing and controlling functions for these units .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The total investment in 2006 and 2007 is expected to amount to about EUR75m .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
At some point , it will spread also to Iran and Iraq .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The approximately 20,000 dwt vessel has been ordered from India .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
`` The combined activities will create value for shareholders and be good for our employees and customers .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The fine print is here .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
He wore a black beanie-type cap and a black jacket .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The value of the orders is about EUR 25mn .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The deal was worth about EUR 1.2 mn .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Thus the method will cut working costs , and will fasten the planning and building processes .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
EBIT excluding non-recurring items was estimated to increase from 2009 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The company 's market share is continued to increase further .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The company is well positioned in Brazil and Uruguay .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
BasWare is headquartered in Espoo , Finland .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Reported operating margin was a negative 5.9 % .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
`` Demand for sports equipment was good in 2005 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
`` Adjustment to the fall in price level , in contrast , has been less effective .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The first of the two project phases is expected to be completed by the end of 2012 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Previously , the plant was expected to be completed by the end of 2008 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
It estimates the operating profit to further improve from the third quarter .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
EUR 152.4 mn of this was net interest income .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The serial bond is part of the plan to refinance the short-term credit facility .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The value of the three-year contract is estimated at EUR40m .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
In this way , the industry 's starting point has been the consumers ' needs .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The firm 's UK head office is in Rugby Road , Lutterworth .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The EPS improved to EUR0 .38 from EUR0 .27 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Each share is entitled to one vote .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The order was worth EUR 8mn .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
ISMS does not disclose its financial results , the daily said .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
This could be any of us at any time , '' she said .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Turnover rose to EUR21m from EUR17m .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
Originally posted to the PCMag.com security blog , Security Watch .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The new SEPA cads will replace Finnish bank cards .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Prices and delivery volumes of broadband products decreased significantly in 2005 .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The new organization consists of two business units : Charging & Messaging and Finance & Administration .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The total project duration is three years and it is valued at some EUR11 .5 m.",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Deliveries by Outotec will take place over 30 months .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Salonen added that data shows producers ' pulp inventories in North America are declining . '",negative,"[""negative"", ""neutral"", ""positive""]",A
"Please jusitfy the sentiment of the following sentence:
For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 )",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .",positive,"[""negative"", ""neutral"", ""positive""]",C
"Please jusitfy the sentiment of the following sentence:
Nordea was the cheapest also for a couple in their 30s with debt .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",neutral,"[""negative"", ""neutral"", ""positive""]",B
"Please jusitfy the sentiment of the following sentence:
Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",negative,"[""negative"", ""neutral"", ""positive""]",A
